FINESS;Raison sociale;Commune;Statut Juridique;Région
070783824;070783824 - MAISON DE CURE DU MONTOULON;PRIVAS;Public;84 - Auvergne-Rhône-Alpes
070784517;070784517 - LONG SEJOUR CH DE PRIVAS;PRIVAS;Public;84 - Auvergne-Rhône-Alpes
070784897;070784897 - CENTRE DE POST-CURE CROIX BLEUE VIRAC;LABASTIDE DE VIRAC;Privé non lucratif;84 - Auvergne-Rhône-Alpes
070786231;070786231 - AURAL UNITE DIALYSE CH AUBENAS;AUBENAS;Privé non lucratif;84 - Auvergne-Rhône-Alpes
070786249;070786249 - AURAL UNITE DIALYSE CH ANNONAY;ANNONAY;Privé non lucratif;84 - Auvergne-Rhône-Alpes
080000110;080000110 - CENTRE HOSPITALIER DE SEDAN;SEDAN;Public;44 - Grand Est
080000136;080000136 - CLINIQUE DE LA POINTE;REVIN;Privé lucratif;44 - Grand Est
080000219;080000219 - CENTRE HOSPITALIER DE RETHEL;RETHEL;Public;44 - Grand Est
080000250;080000250 - CRF POUR ADULTES;CHARLEVILLE MEZIERES;Privé non lucratif;44 - Grand Est
080000268;080000268 - SOINS DE SUITE SAINT JULIEN;CHARLEVILLE MEZIERES;Privé non lucratif;44 - Grand Est
080000276;080000276 - CENTRE HOSPITALIER DE VOUZIERS;VOUZIERS;Public;44 - Grand Est
080000284;080000284 - CENTRE HOSPITALIER DE FUMAY;FUMAY;Public;44 - Grand Est
080000300;080000300 - CENTRE HOSPITALIER DE NOUZONVILLE;NOUZONVILLE;Public;44 - Grand Est
080000318;080000318 - CH BELAIR;CHARLEVILLE MEZIERES;Public;44 - Grand Est
080000425;080000425 - CH CHARLEVILLE - HOPITAL MANCHESTER;CHARLEVILLE MEZIERES;Public;44 - Grand Est
080002140;080002140 - CRF POUR ENFANTS DE WARNECOURT;WARNECOURT;Privé non lucratif;44 - Grand Est
080005846;080005846 - UNITE D AUTODIALYSE DE BAZEILLES;BAZEILLES;Privé non lucratif;44 - Grand Est
080005960;080005960 - USLD SITE CENTRE DE SANTE;CHARLEVILLE MEZIERES;Public;44 - Grand Est
080009392;080009392 - CENTRE DE RADIOTHERAPIE;CHARLEVILLE MEZIERES;Privé lucratif;44 - Grand Est
080009814;080009814 - ANTENNE DE SMUR - CH CHARLEVILLE;FUMAY;Public;44 - Grand Est
080010465;080010465 - GCS TERRIT ARDEN NORD SITE CH SEDAN;SEDAN;Privé non lucratif;44 - Grand Est
080010473;080010473 - GCS TERRIT ARDEN NORD SITE CH CHARLEVI;CHARLEVILLE MEZIERES;Privé non lucratif;44 - Grand Est
080010523;080010523 - CLINIQUE DU PARC;CHARLEVILLE MEZIERES;Privé lucratif;44 - Grand Est
080011182;080011182 - UAD ET UDM ARPDD;CHARLEVILLE MEZIERES;Privé non lucratif;44 - Grand Est
080011257;080011257 - GCS ES HAD DES ARDENNES SITE RETHEL;VOUZIERS;Public;44 - Grand Est
080011265;080011265 - GCS ES HAD ARDENNES SITE CHARLEVILLE;CHARLEVILLE MEZIERES;Public;44 - Grand Est
090000019;090000019 - CH SAINT LOUIS AX LES THERMES;AX LES THERMES;Public;76 - Occitanie
090000175;090000175 - CHIVA SITE ST JEAN DE VERGES;SAINT JEAN DE VERGES;Public;76 - Occitanie
090000183;090000183 - CH ARIEGE COUSERANS SITE ST LIZIER;SAINT LIZIER;Public;76 - Occitanie
090001629;090001629 - CHIVA SITE LAVELANET;LAVELANET;Public;76 - Occitanie
090002833;090002833 - AAIR UAD UDM DD PAMIERS;PAMIERS;Privé non lucratif;76 - Occitanie
090003823;090003823 - USLD ST LIZIER CH ARIEGE COUSERANS;SAINT GIRONS;Public;76 - Occitanie
090784125;090784125 - AAIR UAD LAVELANET;LAVELANET;Privé non lucratif;76 - Occitanie
090784679;090784679 - AAIR UAD UDM ST LIZIER;SAINT LIZIER;Privé non lucratif;76 - Occitanie
100000082;100000082 - CLINIQUE DU PAYS DE SEINE;ROMILLY SUR SEINE;Privé lucratif;44 - Grand Est
100000090;100000090 - CENTRE HOSPITALIER DE TROYES;TROYES;Public;44 - Grand Est
100000108;100000108 - EPSMA;BRIENNE LE CHATEAU;Public;44 - Grand Est
100000116;100000116 - CENTRE HOSPITALIER DE BAR SUR AUBE;BAR SUR AUBE;Public;44 - Grand Est
100000124;100000124 - POLYCLINIQUE MONTIER LA CELLE;SAINT ANDRE LES VERGERS;Privé lucratif;44 - Grand Est
100000140;100000140 - CH DE PROXIMITE CHRISTIAN BRAUN;BAR SUR SEINE;Public;44 - Grand Est
100000199;100000199 - CENTRE HOSPITALIER DE ROMILLY/SEINE;ROMILLY SUR SEINE;Public;44 - Grand Est
100000801;100000801 - HOPITAL LOCAL DE NOGENT-SUR-SEINE;NOGENT SUR SEINE;Public;44 - Grand Est
100005958;100005958 - UNITE D'AUTO-DIALYSE DE ROMILLY;ROMILLY SUR SEINE;Privé non lucratif;44 - Grand Est
100006493;100006493 - SECTION MOYEN SEJOUR - CH DE TROYES;TROYES;Public;44 - Grand Est
100006550;100006550 - UNITE DE DIALYSE DE ROSIERES PRES TROY;ROSIERES PRES TROYES;Privé non lucratif;44 - Grand Est
100007285;100007285 - INSTITUT ASCLEPIADE;SAINT PARRES AUX TERTRES;Privé lucratif;44 - Grand Est
100007699;100007699 - HAD GHAM;ROMILLY SUR SEINE;Public;44 - Grand Est
100009364;100009364 - MCO COMTE HENRI - CH DE TROYES;TROYES;Public;44 - Grand Est
100009380;100009380 - UNITE D'ALCOOLOGIE JEAN SCHIFFER;PONT SAINTE MARIE;Public;44 - Grand Est
100010206;100010206 - ANTENNE SMUR DE BAR SUR AUBE;BAR SUR AUBE;Public;44 - Grand Est
100010362;100010362 - GCS PATCS CRRF COS PASTEUR 1;TROYES;Privé non lucratif;44 - Grand Est
100010545;100010545 - CLINIQUE KORIAN;SAINT ANDRE LES VERGERS;Privé lucratif;44 - Grand Est
100010578;100010578 - GCS PATCS HAD;TROYES;Privé non lucratif;44 - Grand Est
100010818;100010818 - GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;TROYES;Privé non lucratif;44 - Grand Est
100011477;100011477 - GCS PATCS CRRF COS PASTEUR 2;TROYES;Privé non lucratif;44 - Grand Est
100013010;100013010 - GCS PAYS DE SEINE - ET EXPLOITANT;ROMILLY SUR SEINE;Privé non lucratif;44 - Grand Est
110000023;110000023 - CH CARCASSONNE;CARCASSONNE;Public;76 - Occitanie
110000049;110000049 - CH JP CASSABEL CASTELNAUDARY;CASTELNAUDARY;Public;76 - Occitanie
110000056;110000056 - CH NARBONNE;NARBONNE;Public;76 - Occitanie
110000189;110000189 - CH LIMOUX QUILLAN SITE DE LIMOUX;LIMOUX;Public;76 - Occitanie
110000247;110000247 - CH LEZIGNAN CORBIERES;LEZIGNAN CORBIERES;Public;76 - Occitanie
110000262;110000262 - CH FRANCIS VALS PORT LA NOUVELLE;PORT LA NOUVELLE;Public;76 - Occitanie
110002953;110002953 - HJ PSY GEN PSYCHOTIQUE CH NARBONNE;NARBONNE;Public;76 - Occitanie
110003118;110003118 - CL DU SUD CARCASSONNE;CARCASSONNE;Privé lucratif;76 - Occitanie
110004413;110004413 - AIDER SANTE UAD NARBONNE;MONTREDON DES CORBIERES;Privé non lucratif;76 - Occitanie
110004421;110004421 - AIDER SANTE UAD CH LIMOUX QUILLAN;LIMOUX;Privé non lucratif;76 - Occitanie
110004439;110004439 - AIDER SANTE UAD TREBES;TREBES;Privé non lucratif;76 - Occitanie
110004942;110004942 - LES QUATRE FONTAINES KORIAN NARBONNE;NARBONNE;Privé lucratif;76 - Occitanie
110005048;110005048 - HAD HOPITAL PRIVE DU GRAND NARBONNE;MONTREDON DES CORBIERES;Privé lucratif;76 - Occitanie
110005246;110005246 - SSR GERIATRIE CH NARBONNE;NARBONNE;Public;76 - Occitanie
110005311;110005311 - AIDER SANTE UDM CH CARCASSONNE;CARCASSONNE;Privé non lucratif;76 - Occitanie
110005394;110005394 - HAD KORIAN PAYS DES QUATRE VENTS CARCA;CARCASSONNE;Privé lucratif;76 - Occitanie
110006137;110006137 - USLD LES RIVES D'ODE CH CARCASSONNE;CARCASSONNE;Public;76 - Occitanie
110007580;110007580 - CH CARCASSONNE SMUR ANTENNE CASTELNAUD;CASTELNAUDARY;Public;76 - Occitanie
110007598;110007598 - CH CARCASSONNE SMUR ANTENNE QUILLAN;QUILLAN;Public;76 - Occitanie
110007630;110007630 - SSR CTRE LORDAT CASTELNAUDARY;CASTELNAUDARY;Privé non lucratif;76 - Occitanie
110010535;110010535 - AIDER SANTE DIALYSE DOMICILE NARBONNE;NARBONNE;Privé non lucratif;76 - Occitanie
110780152;110780152 - CLINIQUE DE MIREMONT BADENS;BADENS;Privé lucratif;76 - Occitanie
110780194;110780194 - CL CHRISTINA CHALABRE;CHALABRE;Privé lucratif;76 - Occitanie
110780202;110780202 - CL KORIAN LA VERNEDE;CONQUES SUR ORBIEL;Privé lucratif;76 - Occitanie
110780228;110780228 - HOPITAL PRIVE DU GRAND NARBONNE;MONTREDON DES CORBIERES;Privé lucratif;76 - Occitanie
110780236;110780236 - CH LIMOUX QUILLAN SITE DE QUILLAN;QUILLAN;Public;76 - Occitanie
110780483;110780483 - POLYCL MONTREAL CARCASSONNE;CARCASSONNE;Privé lucratif;76 - Occitanie
110781283;110781283 - USLD PECH D'ALCY CH NARBONNE LA COUPE;NARBONNE;Public;76 - Occitanie
110786324;110786324 - USSAP;LIMOUX;Privé non lucratif;76 - Occitanie
110786746;110786746 - SSR LIMOUX ARAGOU LES TILLEULS USSAP;LIMOUX;Privé non lucratif;76 - Occitanie
120000039;120000039 - CH DE RODEZ HOPITAL JACQUES PUEL;RODEZ;Public;76 - Occitanie
120000054;120000054 - CH VILLEFRANCHE SITE CHARTREUSE;VILLEFRANCHE DE ROUERGUE;Public;76 - Occitanie
120000070;120000070 - CH PIERRE DELPECH DECAZEVILLE;DECAZEVILLE;Public;76 - Occitanie
120000088;120000088 - CH ETIENNE RIVIE ST GENIEZ D'OLT;SAINT GENIEZ D OLT ET D AUBRAC;Public;76 - Occitanie
120000096;120000096 - CHI ESPALION ST LAURENT D'OLT;ESPALION;Public;76 - Occitanie
120000153;120000153 - CH MAURICE FENAILLE SEVERAC LE CHATEAU;VERRIERES;Public;76 - Occitanie
120000237;120000237 - CHI VALLON SALLES LA SOURCE;SALLES LA SOURCE;Public;76 - Occitanie
120001748;120001748 - AIDER SANTE UAD UDM MILLAU;MILLAU;Privé non lucratif;76 - Occitanie
120004569;120004569 - CH MILLAU;MILLAU;Public;76 - Occitanie
120004668;120004668 - CH EMILE BOREL ST AFFRIQUE;SAINT AFFRIQUE;Public;76 - Occitanie
120005228;120005228 - AAIR UAD UDM RODEZ;RODEZ;Privé non lucratif;76 - Occitanie
120007554;120007554 - SSR SITE STE ANNE CH MILLAU;MILLAU;Public;76 - Occitanie
120007786;120007786 - AAIR UAD UDM DD ST REMY;SAINT REMY;Privé non lucratif;76 - Occitanie
120008248;120008248 - SSR CH VILLEFRANCHE SITE RULHE;VILLEFRANCHE DE ROUERGUE;Public;76 - Occitanie
120009782;120009782 - AIDER SANTE DIALYSE DOMICILE MILLAU;MILLAU;Privé non lucratif;76 - Occitanie
120780135;120780135 - CTRE SSR LA CLAUZE ST JEAN DELNOUS;SAINT JEAN DELNOUS;Privé non lucratif;76 - Occitanie
120780143;120780143 - CTRE SSR LES TILLEULS CEIGNAC;CALMONT;Privé non lucratif;76 - Occitanie
120780283;120780283 - CHS STE MARIE RODEZ;RODEZ;Privé non lucratif;76 - Occitanie
120782263;120782263 - USLD CH VILLEFRANCHE SITE RULHE;VILLEFRANCHE DE ROUERGUE;Public;76 - Occitanie
120783097;120783097 - USLD CH MILLAU;MILLAU;Public;76 - Occitanie
120783188;120783188 - CH RODEZ SITE LES PEYRIERES OLEMPS;OLEMPS;Public;76 - Occitanie
120783618;120783618 - HAD RODEZ;RODEZ;Privé non lucratif;76 - Occitanie
120786959;120786959 - USLD OLEMPS CH RODEZ;OLEMPS;Public;76 - Occitanie
130000235;130000235 - CHS EDOUARD TOULOUSE;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130000409;130000409 - CHI SITE D'AIX EN PROVENCE;AIX EN PROVENCE;Public;93 - Provence-Alpes-Côte d'Azur
130000433;130000433 - CHS MONTPERRIN;AIX EN PROVENCE;Public;93 - Provence-Alpes-Côte d'Azur
130000516;130000516 - CH LOUIS BRUNET D'ALLAUCH;ALLAUCH;Public;93 - Provence-Alpes-Côte d'Azur
130000565;130000565 - CENTRE HOSPITALIER GENERAL D'AUBAGNE;AUBAGNE;Public;93 - Provence-Alpes-Côte d'Azur
130001225;130001225 - HOPITAL DU PAYS SALONAIS;SALON DE PROVENCE;Public;93 - Provence-Alpes-Côte d'Azur
130001258;130001258 - HOPITAUX PORTES DE CAMARGUE TARASCON;TARASCON;Public;93 - Provence-Alpes-Côte d'Azur
130001647;130001647 - INSTITUT PAOLI CALMETTES;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130002215;130002215 - CENTRE HOSPITALIER GENERAL LA CIOTAT;LA CIOTAT;Public;93 - Provence-Alpes-Côte d'Azur
130002496;130002496 - CHS VALVERT MARSEILLE;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130002827;130002827 - CH JOSEPH IMBERT D'ARLES;ARLES;Public;93 - Provence-Alpes-Côte d'Azur
130002835;130002835 - CH DE MARTIGUES HOPITAL DES RAYETTES;MARTIGUES;Public;93 - Provence-Alpes-Côte d'Azur
130008048;130008048 - CLINIQUE SAINT MARTIN SUD MARSEILLE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130008238;130008238 - CLINIQUE LA PHOCEANNE SUD;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130008253;130008253 - CLINIQUE DE VITROLLES;VITROLLES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130008287;130008287 - ADPC UNITE D'AUTODIALYSE MARSEILLE 02;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130009079;130009079 - CTRE RADIOTHERAPIE BEAUREGARD SITE HP;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130010648;130010648 - CLINIQUE SAINT MICHEL;AUBAGNE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130012768;130012768 - CH EDMOND GARCIN MOYEN SEJOUR AUBAGNE;AUBAGNE;Public;93 - Provence-Alpes-Côte d'Azur
130021488;130021488 - HAD BOUCHES DU RHONE EST SITE POLYSIAN;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130021819;130021819 - HAD CLARA SCHUMANN;AIX EN PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130022619;130022619 - SANTE ET SOLIDARITE BOUCHES DU RHONE;ARLES;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130024268;130024268 - NEPHROCARE SALON CENTRE D'HEMODIALYSE;SALON DE PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130032758;130032758 - CLINIQUE DE LA POINTE ROUGE USLD;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130034002;130034002 - DIAVERUM PROVENCE SALON;SALON DE PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130034044;130034044 - DIAVERUM PROVENCE MARIGNANE SITE CLIN;MARIGNANE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130034093;130034093 - DIAVERUM PROVENCE HE MARSEILLE 3E;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130034531;130034531 - DIAVERUM PROVENCE ARLES SITE CH;ARLES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130034580;130034580 - CTRE RADIOTHERAPIE PAYS D'AIX LOCARAD;AIX EN PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130034614;130034614 - ADPC UNITE D'AUTODIALYSE MARSEILLE 09;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130035223;130035223 - BOUCHARD AUTODIALYSE ACTIPOLE 12 MRS;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130035793;130035793 - CLINIQUE GLANUM;SAINT REMY DE PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130035959;130035959 - ADPC UDM MARSEILLE SITE HOP CONCEPT;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130036650;130036650 - ATUP AUTODIALYSE VITROLLES;VITROLLES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130038003;130038003 - CENTRE D'HEMODIALYSE DE PROVENCE AIX;AIX EN PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130041767;130041767 - EUROMED CARDIO;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130042096;130042096 - GCS CENTRE CARDIO AXIUM RAMBOT;AIX EN PROVENCE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130042526;130042526 - CLINIQUE LES TROIS TOURS;LA DESTROUSSE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130043318;130043318 - SSR PEDIATRIQUE VAL PRE VERT;MIMET;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130043508;130043508 - UNITE PEDIATRIQUE POMPONIANA MARSEILLE;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130043664;130043664 - HOPITAL EUROPEEN;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130043854;130043854 - CSSR VALMANTE SITE HOPITAL EUROPEEN;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130044662;130044662 - UNITE MED NUTRITION SITE CCV VALMANTE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130044753;130044753 - CLINIQUE MONTICELLI VELODROME;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130044845;130044845 - ATUP AUTO DIALYSE MARSEILLE 13;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130044977;130044977 - APHM ANTENNE SMUR DE MARIGNANE;MARIGNANE;Public;93 - Provence-Alpes-Côte d'Azur
130044985;130044985 - APHM ANTENNE SMUR DE LOUVAIN;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130044993;130044993 - APHM ANTENNE SMUR DE PLOMBIERES;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130045008;130045008 - APHM ANTENNE SMUR D'ENDOUME;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130045016;130045016 - APHM ANTENNE SMUR DE MARIGNANE;MARIGNANE;Public;93 - Provence-Alpes-Côte d'Azur
130045040;130045040 - APHM ANTENNE SMUR DE LAVERAN;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130045263;130045263 - VILLA IZOI;GARDANNE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130046097;130046097 - CLINIQUE PROVENCE VELODROME;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130047350;130047350 - HOPITAL SAINT JOSEPH MONTVAL USLD;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130048176;130048176 - IRIDIS MARSEILLE SITE HP CLAIRVAL;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130048341;130048341 - HJ ST MARTIN SPORT MARSEILLE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130050396;130050396 - ADPC MARTIGUES SITE CH;MARTIGUES;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130050404;130050404 - ADPC MARSEILLE NORD SITE CH;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130050412;130050412 - DIAVERUM PROVENCE HPC TARASCON;TARASCON;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130050917;130050917 - GCS CLINIQUE JEANNE D'ARC;ARLES;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130051741;130051741 - ADPC AUTODIALYSE ALLAUCH;ALLAUCH;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130780083;130780083 - CLINIQUE MADELEINE REMUZAT;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130780273;130780273 - CLINIQUE SAINTE MARTHE SAINT JOSEPH;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130780521;130780521 - APHM HOPITAL NORD;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130781065;130781065 - CLINIQUE PSYCHIATRIQUE LA JAUBERTE;AIX EN PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781255;130781255 - HOSPITALITE SAINT THOMAS DE VILLENEUVE;AIX EN PROVENCE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130781370;130781370 - CLINIQUE JEANNE D'ARC;ARLES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781438;130781438 - CLINIQUE DE PROVENCE BOURBONNE;AUBAGNE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781479;130781479 - HOPITAL PRIVE LA CASAMANCE;AUBAGNE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781768;130781768 - CLINIQUE DES DEUX LIONS;SALON DE PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781834;130781834 - CRF NOTRE DAME DU BON VOYAGE;LA CIOTAT;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781867;130781867 - CLINIQUE DE LA CIOTAT;LA CIOTAT;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781917;130781917 - CLINIQUE PROVENCE AZUR;EGUILLES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130781925;130781925 - CENTRE CARDIO VASCULAIRE D'EYGUIERES;EYGUIERES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782071;130782071 - CLINIQUE DE L'ETANG DE L'OLIVIER;ISTRES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782097;130782097 - CENTRE DE SIBOURG;AIX EN PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782147;130782147 - CLINIQUE GENERALE DE MARIGNANE;MARIGNANE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782162;130782162 - CLINIQUE CHIRURGICALE DE MARTIGUES;MARTIGUES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782303;130782303 - CLINIQUE VALDONNE;PEYPIN;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782444;130782444 - CLINIQUE DU CHATEAU DE FLORANS;LA ROQUE D ANTHERON;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782451;130782451 - LE MEDITERRANEE CLINIQUE CASTELLAS;LA ROQUE D ANTHERON;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782493;130782493 - SSR CLINIQUE SAINT LAURENT;ROQUEVAIRE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130782675;130782675 - CLINIQUE VIGNOLI;SALON DE PROVENCE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130783152;130783152 - CLINIQUE SAINTE ELISABETH;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130783236;130783236 - APHM HOPITAL DE LA CONCEPTION;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130783293;130783293 - APHM HOPITAL LA TIMONE;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130783327;130783327 - CLINIQUE BOUCHARD;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130783475;130783475 - CLINIQUE L'ANGELUS;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130783665;130783665 - CLINIQUE DE BONNEVEINE;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130783723;130783723 - CLINIQUE JUGE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130783764;130783764 - CLINIQUE MON REPOS;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784051;130784051 - HOPITAL PRIVE CLAIRVAL;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784085;130784085 - CLINIQUE L'EMERAUDE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784234;130784234 - APHM HOPITAUX SUD SAINTE MARGUERITE;MARSEILLE;Public;93 - Provence-Alpes-Côte d'Azur
130784291;130784291 - CLINIQUE DES TROIS CYPRES;LA PENNE SUR HUVEAUNE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784481;130784481 - DIAVERUM PROVENCE MARSEILLE 8E;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784580;130784580 - CLINIQUE LA PROVENCALE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784598;130784598 - CLINIQUE SAINT MARTIN MARSEILLE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784606;130784606 - CLINIQUE SAINT ROCH MONTFLEURI;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784697;130784697 - CLINIQUE DES QUATRE SAISONS;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784713;130784713 - HP MARSEILLE BEAUREGARD VERT COTEAU;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784812;130784812 - CLINIQUE SAINT BARNABE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784903;130784903 - CLINIQUE LA PHOCEANNE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784911;130784911 - CLINIQUE DE LA SALETTE;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130784952;130784952 - HOPITAL SAINT JOSEPH MONTVAL;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130785389;130785389 - CLINIQUE CHANTECLER;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130785462;130785462 - CLINIQUE LA CHENAIE;BOUC BEL AIR;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130785652;130785652 - HOPITAL SAINT JOSEPH;MARSEILLE;Privé non lucratif;93 - Provence-Alpes-Côte d'Azur
130785678;130785678 - HP MARSEILLE VERT COTEAU BEAUREGARD;MARSEILLE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130785975;130785975 - CLINIQUE LES OLIVIERS;LE PUY SAINTE REPARADE;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130785983;130785983 - CLINIQUE SAINT CHRISTOPHE;BOUC BEL AIR;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130786015;130786015 - CLINIQUE VALFLEUR;ALLAUCH;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
130786023;130786023 - CLINIQUE CAP FERRIERES;MARTIGUES;Privé lucratif;93 - Provence-Alpes-Côte d'Azur
